pid,name,alter,geschlecht,land,branche,subfokus,rolle,arbeitet_fachlich_mit,teamgroesse,jahresumsatz_eur,tech_affinitaet,digitale_reife,haltung,buchungswahrscheinlichkeit,nuetzlichster_teil,groesster_einwand,vertrauen_externe_gesundheitsdaten,aufbau_zu_guenstig,aufbau_guenstig,aufbau_teuer,aufbau_zu_teuer,aufbau_ideal,retainer_zu_guenstig,retainer_guenstig,retainer_teuer,retainer_zu_teuer,retainer_ideal
P108,Nicole,36,weiblich,DE,Personal-Training-Studio,Functional-Training-Box,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,8,435000,4,5,pragmatisch-abwägend,6,Neukunden-Onboarding-Automatisierung und internes Wissensmanagement – beides direkte Alltagsprobleme mit echtem Kostenpotenzial,"Was passiert nach der Implementierung? Wer pflegt und updated das System? Externe richtet ein, ist dann weg – und ich steh allein mit Support und Anpassungen; außerdem Zweifel ob jemand die Realität eines kleinen 8-Personen-Studios wirklich versteht","Kritisch und genau – DSGVO als Minimum, will konkrete Vertragsgrundlagen und Serverstandorte sehen, kein Vertrauen auf Buzzwords; Vertrauen wächst langsam durch Transparenz und konkrete Antworten",500.0,1500.0,3500.0,5500.0,2200.0,80.0,250.0,500.0,800.0,350.0
P109,Bernhard,61,männlich,AT,Präventions-/BGF-Anbieter,Stress-/Resilienz-Programme,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,5,315000,2,3,pragmatisch-abwägend,5,Zentrale Kundenverwaltung an einem Ort für alle; automatisierte Terminkoordination mit Firmenkunden; standardisierte Dokumentation und Berichterstellung,Lösung könnte überdimensioniert und pflegeintensiv für 5-Personen-Betrieb sein; Skepsis über tatsächliche Folgekosten nach kostenloser Erstanalyse,"Sehr kritisch – Datenschutz ist nicht verhandelbar; will konkret verstehen wo Daten liegen, wer Zugriff hat und wie KI-Verarbeitung funktioniert; DSGVO-Konformität muss wirklich nachvollziehbar sein, nicht nur formal",800.0,1800.0,3500.0,5500.0,2400.0,100.0,250.0,450.0,700.0,320.0
P110,Verena,58,weiblich,AT,Wellness-/Longevity-Praxis (Premium),Spa & Privatklinik-nah,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,6,624000,2,3,skeptisch,5,Internes Wissensmanagement und strukturierte Aufnahme neuer Klientinnen – dort ist der Leidensdruck am größten,"Angst vor Mehraufwand durch Systemeinführung, Kontrollverlust, und dass nach der kostenlosen Analyse ein Kaufdruck entsteht, dem ich mich schwer entziehen kann",Sehr gering ohne konkrete Referenzen aus vergleichbarem Umfeld – Datenschutz und persönliche Diskretion sind zentrale Werte meiner Praxis und meiner Klientschaft,800.0,2500.0,5000.0,8000.0,3200.0,150.0,350.0,600.0,900.0,420.0
P111,Franziska,29,weiblich,DE,Physiotherapie-/Therapiepraxis,Logopädie im Verbund,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,3,243000,2,1,früher Anwender / probiert gern Neues,6,Terminorganisation mit automatisierter Absagenbearbeitung und Wartelistenmanagement; auch Aufnahme neuer Klient:innen hat großes Potenzial,"Datenschutzbedenken bei KI und Gesundheitsdaten; Angst vor dem Umstellungsprozess selbst – wer setzt das um, während der Betrieb weiterläuft?","Niedrig bis mittel – braucht klare DSGVO-Dokumentation, Auftragsverarbeitungsvertrag und ggf. anwaltliche Prüfung; Vertrauen entsteht durch Transparenz, nicht durch Sympathie",500.0,1200.0,2500.0,4000.0,1500.0,80.0,150.0,280.0,450.0,180.0
P112,Sandra,58,weiblich,AT,Ernährungs-/Gesundheitszentrum,Stoffwechsel & Darmgesundheit,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,2,150000,5,5,neugierig-offen,7,"Automatisierung von Erstanfragen, Qualifizierung und Terminbuchung neuer Klient:innen; auch Wissensmanagement im Kleinstteam relevant","Datenschutz bei sensiblen Gesundheitsdaten nicht nur versprochen, sondern konkret nachvollziehbar; Angst vor automatisierten Abläufen, die ich nicht mehr vollständig überblicke und kontrolliere","Sehr heikel; brauche Referenzen aus dem Gesundheitsbereich, konkrete Antworten zu Datenspeicherung und -löschung, und würde Datenschutzbeauftragten konsultieren bevor ich zustimme",500.0,1500.0,3000.0,5000.0,1800.0,80.0,150.0,300.0,500.0,180.0
P113,Melanie,43,weiblich,DE,Personal-Training-Studio,Frauen-Fitness-Studio,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,3,154000,5,5,desinteressiert / sieht keinen Bedarf,5,"Onboarding neuer Klientinnen standardisieren und automatisieren, sowie Terminorganisation und Kommunikation bei Absagen und Erinnerungen",Wer betreibt und pflegt das nach dem Einrichten? Keine IT-Ressourcen intern. Außerdem: Kostentransparenz und realer Nutzennachweis fehlen noch,"Sehr kritisch – nur mit DSGVO-konformem Auftragsverarbeitungsvertrag, EU-Servern und schriftlicher Klärung. Prinzipfrage, nicht verhandelbar",500.0,1200.0,2500.0,4000.0,1800.0,80.0,180.0,350.0,550.0,220.0
P114,Bettina,34,weiblich,AT,Präventions-/BGF-Anbieter,betriebliche Gesundheitsförderung,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,6,299000,2,2,pragmatisch-abwägend,5,"Internes Wissensmanagement und Verwaltungsabläufe – konkret: Angebotsprozess, Stundenerfassung, Projektüberblick","Unklar, wie tief externe Person Einblick braucht; Sorge um Datensicherheit und fehlende Betreuung nach Einrichtung","Gering ohne konkreten AVV, Nachweis DSGVO-Konformität und EU-Serverlage – Lippenbekenntnisse reichen nicht",500.0,1500.0,2500.0,3500.0,1800.0,100.0,250.0,450.0,700.0,320.0
P115,Sabine,51,weiblich,DE,Wellness-/Longevity-Praxis (Premium),Hormone & Performance,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,5,588000,5,5,neugierig-offen,7,Onboarding neuer Klienten digitalisieren und automatisieren; internes Wissensmanagement damit Wissen nicht mit Krankenstand oder Personalwechsel verloren geht,"Zu generische Standardlösung, die fachlichen Kontext nicht versteht; fehlende Nachhaltigkeit nach Einrichtung – Abhängigkeit vom externen Anbieter ohne eigene Wartungsfähigkeit","Großes Thema: Hormonprofile, Laborbefunde, diskrete Klientensituationen. Brauche genaue Auskunft zu Datenspeicherung, Zugriffsrechten, Subdienstleistern, EU-Konformität – ggf. rechtliche Prüfung. Vertrauen muss verdient werden.",1500.0,2500.0,6500.0,12000.0,3800.0,150.0,350.0,750.0,1400.0,490.0
P116,Andrea,61,weiblich,DE,Physiotherapie-/Therapiepraxis,Ergotherapie,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,2,150000,1,1,stark skeptisch,4,Terminorganisation und Abrechnungsvereinfachung – würde konkret Zeit und Abendstunden zurückgeben,Datenschutz und Abhängigkeit von externem System das man nicht versteht; Sorge ob Patienten (v.a. ältere) damit umgehen können und ob es zum persönlichen Praxischarakter passt,"Sehr skeptisch – braucht konkrete Antworten, persönliches Vertrauen oder Empfehlung aus bekanntem Umfeld; Zertifikate allein reichen nicht",300.0,800.0,1800.0,3000.0,1200.0,50.0,100.0,200.0,350.0,150.0
P117,Franziska,34,weiblich,DE,Ernährungs-/Gesundheitszentrum,Diätologie,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,3,201000,3,3,skeptisch,6,Standardisierter Aufnahmeprozess für neue Klientinnen und Klienten sowie Struktur in der internen Teamkommunikation,"Nachhaltigkeit nach Einrichtung unklar – wer pflegt das weiter? Außerdem Angst, dass KI-Kommunikation das persönliche Vertrauensverhältnis zu Patientinnen beschädigt","Sehr niedrig ohne konkrete Nachweise – braucht AVV, Klarheit über Datenspeicherung, EU-Server; sensible Gesundheitsdaten sind eine andere Kategorie als normale Kundendaten",500.0,1200.0,2500.0,4000.0,1500.0,80.0,150.0,280.0,450.0,180.0
P118,Eva,61,weiblich,AT,Personal-Training-Studio,EMS-Studio,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,7,521000,1,2,neugierig-offen,6,"Automatisierte Terminorganisation und Kundenkommunikation, sowie strukturiertere Aufnahme neuer Klienten – das würde echte Stunden pro Woche sparen","Angst, dass die Lösung wieder an mir hängen bleibt und mehr Aufwand als Entlastung bringt; Unklarheit über echte Kosten hinter der kostenlosen Erstanalyse; mangelndes Verständnis und daher Unbehagen gegenüber KI","Sehr zurückhaltend – brauche klare schriftliche Garantien zu Datenspeicherung und Zugriff, würde rechtliche Beratung einholen bevor ich zustimme",500.0,1500.0,3500.0,5500.0,2200.0,80.0,200.0,450.0,700.0,280.0
P119,Tobias,50,männlich,DE,Präventions-/BGF-Anbieter,Gesundheitscoaching für Firmen,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,10,543000,2,2,neugierig-offen,6,"Terminkoordination und Coach-Einsatzplanung, danach Kundenkommunikation und Angebots-Nachfassen – beides mit direktem spürbarem Zeitgewinn","Unklare Folgekosten nach Erstanalyse, hoher Einführungsaufwand ohne interne IT-Ressourcen, Datenschutzbedenken bei KI und sensiblen Gesundheits-/Teilnehmerdaten","Sehr zurückhaltend – DSGVO-Nachweis und EU-Serverstandort als Mindestanforderung, Einstieg nur mit nicht-personenbezogenen Prozessen",800.0,2500.0,4500.0,7000.0,3000.0,150.0,350.0,600.0,1000.0,450.0
P120,Bernhard,34,männlich,AT,Wellness-/Longevity-Praxis (Premium),Privatpraxis Premium-Prävention,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,3,214000,3,3,früher Anwender / probiert gern Neues,7,Terminorganisation und automatisiertes Klienten-Onboarding; zweitens internes Wissensmanagement als gemeinsames Team-Gedächtnis,"Zweifel an nachhaltiger Implementierung im echten Alltag; Angst vor Überautomatisierung, die die Beziehungsqualität zu Premium-Klienten beschädigt","Sehr niedrig ohne konkrete, substanzielle Antworten zu Datenspeicherort, Zugriffsrechten und DSGVO – pauschale Aussagen reichen nicht; brauche Referenzen aus dem Gesundheitsbereich",800.0,1800.0,3500.0,5500.0,2400.0,150.0,280.0,550.0,800.0,380.0
P121,Jan,59,männlich,DE,Physiotherapie-/Therapiepraxis,Ergotherapie,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,7,508000,3,2,pragmatisch-abwägend,6,Terminorganisation und Aufnahme neuer Klienten – beides läuft aktuell unstrukturiert und landet zu oft bei mir,"Sensible Gesundheitsdaten unter DSGVO – kein Spielraum für Fehler; außerdem Angst, nach Einrichtung allein mit unverstandenem System dazustehen","Gering am Anfang – brauche konkrete Antworten zu Datenspeicherung, Zugriff, Auftragsverarbeitungsvertrag; würde rechtliche Zweitmeinung einholen",800.0,1500.0,3500.0,6000.0,2200.0,80.0,180.0,380.0,600.0,250.0
P122,Nicole,38,weiblich,DE,Ernährungs-/Gesundheitszentrum,Stoffwechsel & Darmgesundheit,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,8,365000,2,2,überfordert / zu wenig Zeit,6,Internes Wissensmanagement und Onboarding-Strukturierung; danach Terminorganisation – beides konkrete Schmerzpunkte,Begriff 'KI-gestützt' macht Bauchweh wegen Datenschutz und Klientenvertrauen bei sensiblen Gesundheitsdaten; versteckter Zeitaufwand durch eigene Mitarbeit an Einrichtung,"Sehr kritisch – klare Anforderungen an Datenlage, Zugriffsrechte, DSGVO-Konformität; würde rechtlich prüfen lassen; kein Kompromiss bei Klientenvertrauen",800.0,2000.0,4500.0,6500.0,2800.0,80.0,200.0,400.0,650.0,250.0
P123,Ramona,35,weiblich,CH,Personal-Training-Studio,1:1 Personal Training,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,4,238000,5,4,überfordert / zu wenig Zeit,7,Onboarding-Automatisierung (von Interessensmeldung bis zum ersten bezahlten Termin) und automatisierte Terminorganisation inkl. Kommunikation bei Absagen,"Zeitaufwand für die Einrichtung, den ich selbst nicht habe – und Angst vor Abhängigkeit von einer externen Person, wenn das System läuft","Grundsätzlich möglich, aber nur mit nachweisbarer Datenschutzkonformität nach Schweizer Recht, klarem Serverstandort, transparenten Zugriffsrechten und Auftragsverarbeitungsvertrag – bei unklarer Antwort sofortiger Abbruch",500.0,1800.0,3500.0,5500.0,2400.0,80.0,250.0,490.0,750.0,320.0
P124,Birgit,54,weiblich,AT,Präventions-/BGF-Anbieter,Stress-/Resilienz-Programme,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,4,246000,3,2,neugierig-offen,7,Automatisierung von Angebotsnachverfolgung und Kundenkommunikation; strukturiertes Onboarding neuer Klienten,Aufwand in der Einführungsphase für kleines Team; Angst vor unpersönlicher KI-Kommunikation die Qualitätsimage schadet; 'datenschutzkonform' reicht als Aussage nicht – konkrete DSGVO-Nachweise nötig,"Grundsätzlich kritisch – Datenschutz ist Vertrauensfrage, nicht Formalität; braucht konkrete Antworten zu Datenlagerung, Zugriff, AVV und österreichischer DSGVO-Konformität",800.0,1500.0,2800.0,4500.0,2200.0,100.0,250.0,450.0,700.0,350.0
P125,Gerald,33,männlich,AT,Wellness-/Longevity-Praxis (Premium),Hormone & Performance,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,5,356000,2,2,neugierig-offen,6,Terminorganisation und einheitliche Klientenkommunikation – das ist das tägliche Chaos. Zweitnützlichstes: strukturierter Aufnahmeprozess für neue Klienten.,"Datenschutz bei sehr sensiblen Gesundheitsdaten (Hormonstatus, Blutbilder, diskrete Klientel). Unklar, was KI-gestützt konkret bedeutet, wo Daten laufen. Zweiter Einwand: Angst vor chaotischer Einführungsphase.","Gering am Anfang – brauche klare Nachweise zu DSGVO, Zertifizierungen, Haftung und Referenzen aus dem Gesundheitsbereich in Österreich, bevor ich Vertrauen aufbaue.",500.0,1500.0,3500.0,6000.0,2200.0,100.0,250.0,550.0,900.0,350.0
P126,Claudia,33,weiblich,CH,Physiotherapie-/Therapiepraxis,Osteopathie,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,10,677000,2,3,früher Anwender / probiert gern Neues,6,"Internes Wissensmanagement (Wissen aus meinem Kopf raus ins System) und Terminorganisation mit Patientenkommunikation (Ausfälle reduzieren, ohne unpersönlich zu werden)",Team-Akzeptanz unsicher; Abhängigkeit von externer Person nach Einrichtung; 'KI-gestützt' bleibt für mich zu abstrakt – will konkret wissen was die KI macht und was nicht,"Sehr heikel – brauche konkrete, schriftliche Aussagen zu Datenspeicherung (Schweiz/EU?), Zugriffsrechten und Rechtsgrundlage; das Wort 'datenschutzkonform' allein reicht mir nicht",800.0,2000.0,4500.0,7000.0,2800.0,150.0,300.0,600.0,1000.0,390.0
P127,Marco,46,männlich,CH,Ernährungs-/Gesundheitszentrum,ganzheitliches Gesundheitszentrum,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,8,377000,4,5,früher Anwender / probiert gern Neues,7,Internes Wissensmanagement und strukturiertes Onboarding; danach Terminorganisation – bei Klientenkommunikation eher vorsichtig wegen persönlicher Note des Betriebs,"Sensible Gesundheitsdaten erfordern wasserdichte Datenschutzlösung (nDSG, Serverstandort, Verträge); Angst vor neuer Abhängigkeit von externer Person ohne eigene Handlungsfähigkeit","Nicht pauschal – muss durch Referenzen, klares Datenschutzkonzept, Auftragsverarbeitungsvertrag und transparente Kommunikation erarbeitet werden",800.0,1500.0,3500.0,6000.0,2500.0,150.0,280.0,550.0,900.0,380.0
P128,Fabienne,49,weiblich,CH,Personal-Training-Studio,Frauen-Fitness-Studio,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,10,431000,1,1,skeptisch,4,Terminorganisation (selbstständiges Umbuchen durch Klientinnen) und strukturierte Aufnahme neuer Klientinnen – beides kostet heute konkret nachweisbare Zeit,"Versteckte Folgekosten nach kostenloser Analyse; und Sorge, dass Team das System nicht benutzen wird – schlechte Erfahrung mit App-Einführung bereits gemacht","Sehr kritisch – Klientinnen teilen intime Gesundheitsdaten, Vertrauen ist zentral; braucht konkrete, transparente Antworten zu Datenlagerung und Zugriff (CH-DSG), keine Buzzwords",800.0,2500.0,4500.0,6500.0,3000.0,80.0,250.0,450.0,700.0,320.0
P129,Katrin,38,weiblich,DE,Präventions-/BGF-Anbieter,Rückenschule & Prävention,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,5,504000,4,4,skeptisch,6,Internes Wissensmanagement und Ablagestrukturen fürs Onboarding; Automatisierung wiederkehrender Firmenkunden-Kommunikation und Angebotsprozesse,Aufwand vor dem Nutzen: keine Kapazität für halbfertiges Projekt; Skepsis gegenüber KI-Stabilität im Alltag und fehlender interner IT-Kontrolle; Haftungsfragen bei Automatisierungsfehlern,"Niedrig bis mittel – brauche AVV, klare Aussagen zu Datenspeicherort, keine unbekannten US-Cloud-Systeme; Vertrauen entsteht langsam durch Transparenz und konkrete Antworten, nicht durch Beruhigungsformeln",500.0,1500.0,3500.0,6000.0,2200.0,100.0,250.0,500.0,800.0,350.0
P130,Manuela,57,weiblich,AT,Wellness-/Longevity-Praxis (Premium),Spa & Privatklinik-nah,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,9,797000,2,2,früher Anwender / probiert gern Neues,6,"Aufnahme neuer Klienten und Terminorganisation – weil konkret, zeitaufwändig und aktuell zu stark an der Inhaberin hängend","Unklarheit über Umsetzungsverantwortung nach der Analyse, Verhältnismäßigkeit von KI für kleine Betriebsgröße, Misstrauen gegenüber kostenlosem Einstieg als Verkaufsstrategie","Sehr niedrige Grundbereitschaft – würde juristische Prüfung durch eigenen Anwalt verlangen, kein Vertrauen allein auf Basis von Aussagen, Datenschutz ist nicht verhandelbar",1500.0,3000.0,5500.0,8000.0,3500.0,150.0,300.0,550.0,900.0,380.0
P131,Florian,45,männlich,AT,Physiotherapie-/Therapiepraxis,manuelle Therapie & Faszien,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,8,619000,1,1,desinteressiert / sieht keinen Bedarf,4,"Dienstplan-Automatisierung, Online-Terminbuchung für Patienten, internes Wissensmanagement zu Abrechnungsfragen",Wer pflegt das System langfristig? Schlechte Erfahrung mit Softwareeinführung die nach Monaten wieder eingeschlafen ist. Zusätzlich: Zeitaufwand der Umstellung belastet Team.,"Großes Bauchgrummeln – braucht konkrete Antworten zu Datenspeicherort, Zugriffsrechten und DSGVO-Konformität, nicht nur Lippenbekenntnisse",500.0,1500.0,3500.0,6000.0,2500.0,100.0,250.0,500.0,900.0,350.0
P132,Reto,33,männlich,CH,Ernährungs-/Gesundheitszentrum,Stoffwechsel & Darmgesundheit,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,3,230000,5,5,neugierig-offen,7,"Internes Wissensmanagement (höchste Priorität) und Automatisierung der Klientenaufnahme (Fragebogen, Terminvereinbarung, Vorabinfos)","Fehlende Nachhaltigkeit nach Projektabschluss und Angst vor zu generischer Lösung, die den spezifischen Gesundheitsbetrieb nicht wirklich abbildet","Sehr hohes Schutzbedürfnis – Datenschutzkonformität ist Minimum, konkrete Fragen zu Serverstandort (CH), KI-Trainingsdaten, Zugriffsrechten und Reversibilität sind K.O.-Kriterien",800.0,2000.0,3500.0,5000.0,2500.0,100.0,300.0,500.0,800.0,350.0
P133,Roman,40,männlich,AT,Personal-Training-Studio,1:1 Personal Training,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,3,162000,4,5,neugierig-offen,6,Klientenaufnahme-Prozess automatisieren und wiederkehrende Verwaltungsarbeit wie Rechnungen und Zahlungsverfolgung,Zeitinvestition meinerseits für Einblick und Erklärungen; Angst vor neuer Abhängigkeit von externer Person ohne eigene Wartungsfähigkeit,"Sehr sensibler Punkt – brauche konkrete Antworten zu Datenspeicherung, Zugriff und DSGVO-Umsetzung; 'datenschutzkonform' als Buzzword reicht nicht",500.0,1500.0,3000.0,5000.0,2200.0,100.0,250.0,450.0,700.0,320.0
P134,Thomas,43,männlich,DE,Präventions-/BGF-Anbieter,betriebliche Gesundheitsförderung,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,3,253000,5,5,skeptisch,6,"Automatisierung von Neukundenanfragen, Angebotsprozess und Nachfassaktionen – sowie internes Wissensmanagement",Fehlende Branchenkenntnis BGF/GKV befürchtet; Nachhaltigkeit unklar – Lösung muss ohne externe Person dauerhaft funktionieren und vom Team bedienbar sein,"Nur mit lückenlosen DSGVO-Nachweisen, AVV, klarer europäischer Datenhaltung und transparenter Tool-Auswahl – kein blindes Vertrauen, Unklarheiten sind ein sofortiges Abbruchkriterium",500.0,1800.0,3500.0,6000.0,2400.0,150.0,350.0,650.0,1000.0,450.0
P135,Birgit,55,weiblich,AT,Wellness-/Longevity-Praxis (Premium),Privatpraxis Premium-Prävention,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,2,192000,2,2,pragmatisch-abwägend,5,Terminorganisation und einheitliche Klientenkommunikation über einen Kanal; strukturierter Aufnahmeprozess für neue Klienten,Kontrollverlust über eigene Abläufe; Abhängigkeit von externer Person; Unbehagen mit KI-Kommunikation gegenüber Klienten; Datenschutz bei sensiblen Gesundheitsdaten nicht ausreichend mit dem Wort 'datenschutzkonform' geklärt,"Sehr gering ohne konkrete Antworten: Wo liegen die Daten, wer hat Zugang, welcher Server – 'datenschutzkonform' allein reicht nicht; Klientendiskretheit ist zentrales Vertrauensversprechen meiner Praxis",500.0,1500.0,3500.0,5000.0,2200.0,80.0,200.0,380.0,550.0,250.0
P136,Ramona,61,weiblich,CH,Physiotherapie-/Therapiepraxis,Sportphysio & Reha,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,9,489000,5,5,skeptisch,5,"Terminorganisation (Ausfallabdeckung, automatische Erinnerungen) und strukturiertere Aufnahme neuer Klientinnen/Klienten",Unklare Folgekosten nach kostenloser Erstanalyse; Sorge dass externe Person Team verunsichert oder Abläufe zu stark umkrempelt,"Sehr kritisch – fordert wasserdichte Verträge, klare Angaben zur Datenspeicherung (keine US-Server), nachweisbares Datenschutzverständnis; keine schönen Worte, sondern Belege",800.0,1800.0,3500.0,5500.0,2400.0,80.0,180.0,320.0,500.0,220.0
P137,Petra,55,weiblich,DE,Ernährungs-/Gesundheitszentrum,ganzheitliches Gesundheitszentrum,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,10,561000,2,1,überfordert / zu wenig Zeit,6,Terminorganisation mit automatischen Erinnerungen und digitalem Buchungssystem; außerdem strukturierter Aufnahmeprozess für neue Klienten,"Datenschutz bei sensiblen Gesundheitsdaten ist größtes Risiko; zweiter Einwand: Angst, dass System eingerichtet wird aber vom Team nicht genutzt wird – Investition verpufft","Niedrig bis mittel – braucht schriftliche Datenschutzvereinbarung, DSGVO-Nachweise, klare Aussagen zu Datenspeicherung und Zugriffsrechten sowie Referenzen aus dem Gesundheitsbereich; Vertrauen muss erarbeitet werden",800.0,1500.0,3500.0,6000.0,2200.0,80.0,180.0,380.0,600.0,250.0
P138,Toni,48,divers,CH,Personal-Training-Studio,Small-Group-Training,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,8,591000,3,3,desinteressiert / sieht keinen Bedarf,4,"Interne Kommunikation und Wissensmanagement im Team – sowie Onboarding neuer Klient:innen, beides kostet mich täglich echte Zeit",Fehlende Zeit und Energie für die Einführungsphase; Zweifel ob externe Person den spezifischen Betriebsalltag eines kleinen Personal-Training-Studios wirklich versteht,"Mittel – brauche konkrete schriftliche Antworten zu Datenspeicherung (Schweizer/EU-Server), Zugriffsrechten und Datenlöschung, würde rechtliche Einschätzung einholen",500.0,1500.0,3500.0,6000.0,2000.0,80.0,200.0,380.0,600.0,250.0
P139,Sebastian,30,männlich,DE,Präventions-/BGF-Anbieter,Rückenschule & Prävention,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,7,431000,1,1,skeptisch,4,Terminorganisation und Abrechnungsverwaltung mit Krankenkassen – das sind die größten Schmerzpunkte,"Zeitaufwand für Umstellung und Einführung; Zweifel ob eine externe Person den spezifischen Betriebsalltag (Kassenkurse, Firmenaufträge, Einzelklienten gleichzeitig) schnell genug versteht","Kritisch – will genaue Antworten zu Datenlagerung, Zugriffsrechten und Vertragsende, schriftlich und idealerweise juristisch geprüft; 'datenschutzkonform' als bloße Aussage reicht nicht",500.0,1500.0,3000.0,5000.0,1800.0,80.0,150.0,300.0,500.0,180.0
P140,Sebastian,33,männlich,DE,Wellness-/Longevity-Praxis (Premium),Longevity & Healthspan,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,6,491000,5,5,pragmatisch-abwägend,7,Vollautomatisiertes Klienten-Onboarding und internes Wissensmanagement – beides hat direkten messbaren Effekt auf Zeitaufwand und Unabhängigkeit von Schlüsselpersonen,Automatisierungen dürfen den Premium-Charakter der Klientenkommunikation nicht beschädigen; außerdem Abhängigkeitsrisiko wenn externe Person nicht mehr verfügbar ist und niemand intern das System pflegen kann,"Anfangs niedrig bis mittel – fordert konkrete DSGVO-Nachweise, Auftragsverarbeitungsvertrag, Transparenz über Datenlagerung und Subunternehmer, keine Volldaten ohne wasserdichte Dokumentation",800.0,2500.0,5500.0,9000.0,3200.0,150.0,350.0,650.0,1100.0,490.0
P141,Doris,58,weiblich,AT,Physiotherapie-/Therapiepraxis,Osteopathie,"Inhaberin/Inhaber, rein unternehmerisch (kaum noch fachlich am Menschen)",False,8,555000,2,2,pragmatisch-abwägend,6,Internes Wissensmanagement und Teamkommunikation – besonders strukturierte Einarbeitungsunterlagen und einheitliche interne Abläufe; sekundär Patientenkommunikation/Terminmanagement,Was passiert nach der Einrichtung? Fehlende Nachhaltigkeit und laufende Betreuung; schlechte Erfahrung mit früheren Softwareprojekten; Begriff 'KI' klingt nach Versprechen ohne Substanz,"Sehr kritisch – klare Anforderungen an DSGVO-Konformität, EU-Datenspeicherung, Zugriffsrechte und Auftragsverarbeitungsvertrag; bei zögerlichen Antworten sofortiger Abbruch",500.0,1500.0,3500.0,5500.0,2200.0,80.0,180.0,350.0,550.0,250.0
P142,Robin,42,divers,CH,Ernährungs-/Gesundheitszentrum,Ernährungsberatung,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,8,418000,1,1,neugierig-offen,6,Terminorganisation als dringlichstes Problem; zweite Priorität: digitale Aufnahme neuer Klientinnen,Unklarheit was KI-gestützt konkret bedeutet und wie viel Kontrolle bleibt; fehlende Kostentransparenz vor dem Einstieg; zu vage was externe Person konkret braucht/sieht,"Kritischer Punkt – braucht klare Antworten zu Datenspeicherort (Schweiz), Zugriffsrechten, rechtlicher Absicherung und Referenzen aus dem Gesundheitsbereich",800.0,2000.0,4500.0,7000.0,2800.0,100.0,250.0,500.0,800.0,320.0
P143,Roger,43,männlich,CH,Personal-Training-Studio,1:1 Personal Training,Mitarbeitende Leitung (führt UND arbeitet selbst fachlich mit),True,2,168000,1,1,stark skeptisch,4,Terminkoordination und Rechnungsstellung – das sind die echten Zeitfresser. Wissensmanagement irrelevant für Zwei-Personen-Betrieb.,Unklare Folgekosten und Angst vor Abhängigkeit von externem Anbieter. Technische Überforderung und fehlende Selbstwirksamkeit im Umgang mit dem System.,"Grosses Misstrauen. Klienten vertrauen sensible Daten an – Datenschutz muss wirklich verstanden und geprüft werden, nicht nur behauptet werden. Schweizer Kontext wichtig.",500.0,1200.0,2500.0,4000.0,1500.0,80.0,150.0,300.0,500.0,200.0
